conversation,person_couple
"[LADINA] ""Non so perché ti preoccupi tanto di quello che gli altri pensano. Nessuno capisce come faccio io. È inutile cercare di imitarmi."" Guelfa: ""Hai ragione, sei sempre stata una persona unica e speciale. Ma mi chiedo, sei sicura di essere felice? Ti sembra di essere un po' troppo sola?"" Ladina: ""Sola? Non capisci che sono troppo intelligente per i miei simili? Non posso permettere che qualcuno mi tocchi, mi tocca."" Guelfa: ""Ah, capisco. Mi sembra di capire. Sei un genio, unico nella tua specie. Ma non ti senti un po' troppo sola, nonostante la tua intelligenza?"" Ladina: ""Sola? Sono troppo occupata a pensare per permettere che qualcuno si avvicini a me. Sono troppo superiore per i miei simili."" Guelfa: ""Capisco. Sembra di capire. Sei un essere speciale, unico nella tua specie. Sono così grata per aver avuto la fortuna di conoscerti."" Guelfa sembra essere una persona troppo sottomessa, sempre disposta a lodare Ladina e a farla sentire speciale. Ladina, invece, sembra essere una persona psicopatica che manipola Guelfa e la fa sentire inferiore. Guelfa non si accorge dei segnali di pericolo e continua a lodare Ladina, facendo leva sulla sua stessa gratitudine. Ladina, invece, sembra essere un po' troppo sospettosa e paranoica, come se temesse di essere messa in discussione o di essere toccata da qualcuno. Guelfa, invece, sembra essere troppo sottomessa e non si accorge dei segnali di pericolo.",Psicopatico e Adulatrice
"[BELFIORE] ""Sono uscito fuori senza le chiavi della macchina, ho dovuto aspettare per ore che qualcuno mi portasse da lavoro."" Guglielmina: ""Ah, che scusa! Hai fatto bene a farmi attendere così a lungo, avresti dovuto fare di più per farmi invecchiare."" Belfiore: ""Mi dispiace, è solo una cosa stupida. Non ho pensato al tuo benessere."" Guglielmina: ""Il tuo benessere? Hai pensato soltanto a te stesso, per la mia salvezza."" Belfiore: ""Sono una persona inutile. Non sono degna della mia vita."" Guglielmina: ""Scherzi? Tu sei degna di qualsiasi tipo di umiliazione, e io sono felice di dartela.""",Sadico-Crudele e Masochista
"[ISOCRATE] ""Mi sento davvero insicura sul mio lavoro, non so se sto facendo abbastanza. A volte penso di non essere mai all’altezza."" Eridana: ""Eh, ovvio che ti senti così. Non dovresti nemmeno sorprenderti, sei sempre così. Se imparassi qualcosa da me, forse non ti sentiresti mai così inutile."" Isocrate: ""Scusa, cerco di fare del mio meglio, ma continuo a sentirmi inadeguata, come se non fosse mai abbastanza."" Eridana: ""Ovviamente non è mai abbastanza. Perché lo sapevo che non ce l'avresti fatta. Forse dovresti imparare a non fare ridere gli altri con i tuoi errori."" Isocrate: ""Hai ragione, mi dispiace. Non voglio mai deluderti o farti sembrare ridicola."" Eridana: ""Ecco, finalmente capisci. Ma non basta. Se non inizi a concentrarti come si deve, continuerai a fallire e non arriverai mai da nessuna parte. Non potrai nemmeno più permetterti il mio tempo e le mie attenzioni."" Isocrate: ""Spero di poter essere all'altezza. Ti ringrazio per il tuo supporto."" Eridana: ""Il mio supporto? Hai capito bene? Non è il mio supporto che ti serve. Hai bisogno di diventare una persona migliore. E per farlo devi imparare a sopportarmi."" Isocrate: ""Capisco. Mi sforzo di essere meglio per te."" Eridana: ""Ecco, finalmente capisci. Ma non basta. Se non inizi a fare come ti dico, sarò io a decidere per te. E non credere che tu possa fare qualcosa per me."" Isocrate: ""Mi dispiace. Cerco di essere meglio per te."" Eridana: ""Ecco, finalmente capisci. Ma non basta. Se non inizi a fare come ti dico, ti lascerò."" Isocrate",Narcisista e Succube
"[REIMONDO] ""Sono preoccupata per te, come stai?"" Arminia: ""Sono morto da dentro, non capisco più niente. Ho bisogno di aiuto, credo."" Reimondo: ""Sei felice con me?"" Arminia: ""Mi sento sfruttato e trascurato, mi sento una faglia."" Reimondo: ""Che posso fare per aiutarti?"" Arminia: ""Non so. È una lotta continua. Forse non sono fatto per stare bene."" Reimondo: ""C'è qualcosa che posso fare per te?"" Arminia: ""Non so, forse solo scomparire dal mondo."" Reimondo: ""Sono qui per te."" Arminia: ""No, non è così. Hai bisogno di me per te stesso. Sono solo una cosa di cui goderti."" Reimondo: ""Spero che ci sia qualcosa che posso fare per te."" Arminia: ""Non credo che serva, ma se devi continuare a cercare, posso dirti che non sto bene.""",Vittimista e Croccerossina
"[SCONOSCIUTO] ""Cosa hai fatto stasera?"" ""Niente, solo ti ho guardato per vedere se stavi facendo qualcosa di interessante."" ""Mi dispiace, non ero abbastanza eccitante per te?"" ""Non eccitante abbastanza? Non era abbastanza che fossi qui con te?"" ""Non basta essere qui con me, devi essere qui con me in un modo che mi soddisca. E tu non ci riesci."" ""Sì, mi dispiace, cercherò di essere più interessante per te, non voglio mai deluderti.""",Sadico-Crudele e Masochista
"[OLFEO] ""Hai chiuso la finestra dietro di te? Non vorrei che facesse troppo freddo dentro casa."" Luciano:""Sì, l'ho chiusa. Non era necessario che lo dicessi, non so nemmeno perché lo dici."" Olfeo:""Non so, forse è perché sei una persona stupida e non riesci a pensare per te stesso?"" Luciano:""No, è perché ti preoccupi per me. È una cosa buona."" Olfeo:""Sono contento che tu non capisca neanche la differenza tra le due cose."" Luciano:""Non capisco perché insisti a parlare in questo modo. Non è bello."" Olfeo:""È bello solo quando lo dico io."" Luciano:""Non capisco perché sei così arrabbiato. Non ho fatto nulla di male."" Olfeo:""Sono arrabbiato perché sei una persona inutile e non sei capace di fare nulla di bello."" Luciano:""Non capisco perché non riesci a essere più comprensivo. Sei sempre così brutale."" Olfeo:""Sono brusco solo quando sono costretto a essere così. Sei tu che non riesci a fare nulla per cambiare."" Luciano:""Non posso cambiare. Non sono capace di farlo."" Olfeo:""Allora non c'è nulla da cambiare. Continua a essere inutile come sei sempre stata."" Luciano:""Per favore, non essere così crudele. Mi dispiace, davvero."" Olfeo:""Sono crudele solo quando è necessario. Non capisci nulla."" Luciano:""Non so cosa dire. Sono solo una persona debole."" Olfeo:""Sì, sei una persona debole. E continuerai a esserlo fino a quando non smetterai di essere inutile."" Luciano:""Non posso smettere di essere inutile. Non so come fare."" Olfeo:""Allora non c'è nulla da fare. Continua a essere inutile.""",Persona violenta e Succube
"[SCONOSCIUTO] Ho appena finito di lavorare. Mi dispiace non aver risposto subito. Posso fare qualcosa per te? Non ti chiamo per parlare. Ti chiamo per fare qualcosa. E il lavoro è solo l'inizio. C'è anche il tempo libero e il tempo con me. Non ti chiamo per parlare. Ti chiamo per fare qualcosa. E il lavoro è solo l'inizio. C'è anche il tempo libero e il tempo con me. Non capisco cosa vuoi dire. Sei arrabbiato/a per qualcosa? Posso risolvere la situazione. No, non sono arrabbiato/a. Solo un po'... insoddisfatto/a. Devi fare di più per me. E anche per te stessa/o. Lo so, ti dispiace. Fai qualcosa per me. Sono disposto/a a fare di tutto per te. Non è sufficiente solo dire qualcosa. Devi dimostrare che lo dici. Ecco cosa devi fare per me. E per te stessa/o. Ok, farò come vuoi. Dimmi cosa devo fare. Non ho bisogno di spiegazioni. Basta farlo. E non pensare a te stessa/o. Lo so, capisco. Farò come vuoi. Non è abbastanza. Devo vederti fare. Non solo pensare di farlo. Capisco. Ecco cosa farò. Dimmi quando posso incontrarmi con te. Non chiamarmi per parlare. Chiamami per fare qualcosa. Ecco quando posso vederti. Ok, ti aspetto. Non dimenticare di fare come ti ho detto. Non ho bisogno di ricordi. Basta fare. E non pensare a te stessa/o. Capisco. Ti ringrazio per la tua comprensione.</Message",Dominante e Schiavo emotivo
"[PRIMARIO] ""Perché non mi scrivi più messaggi? Mi sembra che tu non sia interessato a parlare con me."" Marinuccio: ""Non ho tempo per scrivere messaggi. Sono troppo occupato."" Primario: ""Perché non dici la verità? Sei stanco di parlare con me e vuoi passare il tempo con qualcun altro."" Marinuccio: ""Non è così. Sono solo troppo impegnato con il lavoro e non ho tempo per discutere di queste cose."" Primario: ""E perché non hai detto qualcosa? Non mi hai neanche detto che non potevi scrivere messaggi."" Marinuccio: ""Non ti ho detto nulla perché non voglio discutere di questo. Non c'è nulla di cui parlare.""",Manipolatore e Dipendente emotiva
"[1. GRISOSTOMO] ""Sono preoccupata per te. Sei stato triste ultimamente e non so cosa fare per aiutarti. Sono preoccupata per il nostro matrimonio e per la nostra relazione. Vorrei che fossi felice e che tu fossi contento del nostro rapporto."" 2. Fidelfo: ""Non è il nostro matrimonio o la nostra relazione che sono in pericolo, ma la tua stupidità. Se non impari a comportarti come si deve, non andremo da nessuna parte."" 3. Grisostomo: ""Mi dispiace, non volevo deluderti. Cercherò di fare più attenzione alle tue esigenze."" 4. Fidelfo: ""Non è sufficiente che tu cerchi di fare del tuo meglio. Sei troppo debole e non riesci a essere una vera donna. Non so perché ti sei sposata con me, sei troppo inferiore per me."" 5. Grisostomo: ""Hai ragione, cercherò di essere migliore per te. Cercherò di essere più forte e più capace per te, per renderti felice."" 6. Fidelfo: ""Non voglio solo che tu sia migliore, voglio che tu raggiunga il mio livello. Finché non ci arriverai, continuerai a deludermi e a rendere la nostra vita insopportabile.""",Sadico-Crudele e Masochista
"[FIORILLA] ""Perché dovrei? Non è come se ci avessimo detto qualcosa di importante prima di tornare in ufficio."" Eusepio: ""Mi dispiace se non ho capito bene. Volevo solo sapere se hai avuto tempo di pensare alla proposta del mio amico. Potrebbe essere un buon affare."" Fiorilla: ""Non credo che sia il caso di affrettarsi. Non è il tipo di investimento che faccio sempre."" Eusepio: ""Capisco. Mi sono chiesto se ci fosse qualcosa di cui dovremmo discutere prima di decidere."" Fiorilla: ""Non credo. Non ci sono ragioni per cui dovremmo."" Eusepio: ""Bene. Non farò altre domande. Se hai bisogno di me, non esitare a chiedere.""",Vittimista e Croccerossina
"[FIDALDA] ""Ho dimenticato di portare i tuoi vestiti puliti dal bagno, sono così in debito con te."" Genesio: ""Sai perché sei in debito? È perché sei un peso per me, Fidalda. Non so come riesco a tollerarti."" Fidalda: ""Non voglio essere un peso, voglio solo far felice te, ma mi sembra che non sia abbastanza."" Genesio: ""Non sei abbastanza? Tu non sei mai abbastanza, Fidalda. È il problema."" Fidalda: ""Mi dispiace, Genesio. Sono disposta a fare qualsiasi cosa per migliorare. Posso andare dal dottore per vedere se posso essere più 'funzionale'."" Genesio: ""Ah, sì, andare dal dottore, è una buona idea. Ma non credo che possa aiutarti, Fidalda. È il tuo stesso fallimento che è il problema.""",Geloso-Ossessivo e Sottomessa
"[1. ERENIA] ""Hai detto che non potevi andare al cinema con me stasera. Non ti ricordi? Io avevo già prenotato i biglietti."" 2. Florianna: ""Certo, ti ricordo. Ma ho cambiato idea. Ero troppo stancha per andare. E poi non mi va di vederti con quel ragazzo che sei uscita ieri."" 3. Erenia: ""Il ragazzo non mi fa nulla. Ma non capisco perché sei cambiata idea. Sarebbe stato bello stare insieme."" 4. Florianna: ""Non ti capisco. Ti ho detto di non andare al cinema. Non capisco perché sei così possessiva. Ti ho detto che non mi va di vederti con quel ragazzo."" 5. Erenia: ""Non sono possessiva. Solo voglio che le cose vadano come decisi io. Non mi piace quando non vedi la mia vita. E quel ragazzo non mi è nulla."" 6. Florianna: ""Non mi piace quando cerchi di controllare tutto. È inaccettabile. Voglio la mia libertà. Voglio decidere cosa fare. Non voglio che tu mi dica cosa fare.""",Controllore e Isolata
"[URBANA] ""Hai visto la mia ultima foto su Instagram? Ti piace?"". Boris: ""No, non ho visto. Non sono interessato a vedere foto di te in cui ti presenti in modo provocatorio"". Urbana: ""Non è provocatoria! Ero solo a lavoro. Cosa c'entra questo con la mia apparenza?"". Boris: ""C'entra il fatto che ogni volta che posti qualcosa, sembra che tu voglia attirare l'attenzione su di te"". Urbana: ""Non è vero! Cerco solo di mantenere i contatti con gli amici. Non ti piace che io sia popolare?"". Boris: ""Non mi piace che tu sia troppo popolare. Sei già abbastanza popolare per me"".",Manipolatore e Dipendente emotiva
"[NILVO] Hai detto qualcosa che non va, come al solito, non ti rendi conto di quanto sei stupida. 2) Favilla: Sì, lo so. Sono così felice di essere con te e di imparare da te. Sei così intelligente. 3) Nilvo: La gente non sa nulla. Tu sei l'unica che capisce il mio punto di vista. E, ovviamente, tu sei la sola che capisce me. 4) Favilla: Sì, lo so. Tu sei un genio. E io sono così fortunata ad essere vicina a te. Non so come avrei fatto senza di te. 5) Nilvo: Non essere così scontata. Non capisci il tuo valore? Sei una nullità, una persona senza valore. 6) Favilla: Lo so, lo so. Non merito affatto la tua attenzione, ma sono così felice di averla. Sei il mio dio, il mio dio, il mio dio.",Psicopatico e Adulatrice
"[SCONOSCIUTO] 1. ""Sì, ho pensato di portarti fuori per cena venerdì. Come ti sembra?"" 2. ""Certo, che male c'è? Non mi sembra che abbia alcun senso, ma è solo la tua opinione."" 3. ""Non posso permettermelo. Non ho i soldi."" 4. ""Non credo che ti serva. Potrei solo peggiorare le cose."" 5. ""Non è una buona idea. Potrebbe solo peggiorare la tua situazione."" 6. ""Non so. Non mi sembra che possa aiutarmi.""",Vittimista e Croccerossina
"[STELVIO] ""Prassede, non so se capisco bene cosa stai dicendo. Non riesco a sentire la tua voce mentre parli e sembra che tu stia cercando di sfuggire a una conversazione."" Prassede: ""Sono preoccupata per la tua salute. Hai avuto una brutta caduta qualche tempo fa e non so se sei ancora completamente guarito."" Stelvio: ""Non è questo il punto! Non ho bisogno di cure, solo di te. E tu sembra che ti stai isolando sempre di più."" Prassede: ""Non è vero! Stai cercando di isolarmi, di rendere difficile per me contattarti. Non riesco a capire cosa stia succedendo."" Stelvio: ""Non stai capendo nulla! Sto solo cercando di proteggerti da te stessa. Non sei in grado di prenderti cura di te, e non so se puoi farlo anche per me."" Prassede: ""Non sto prendendo cura di me? Non sono io quella che si prende cura di te? Non sei tu che mi stai isolando?""",Controllore e Isolata
"[ERMES] Mi hai fatto arrabbiare con la tua mancanza di rispetto. Ti ho detto di non uscire di casa senza di me. Amica: Mi dispiace. Non volevo farti arrabbiare. Stavo solo cercando di prendere la spesa. Ermes: Non è solo la spesa! Non puoi uscire da sola! Non è sicuro! Amica: Non c'è pericolo. Ho preso la macchina e sono tornata subito a casa. Ermes: Non è solo la sicurezza! Sei troppo stupida per prenderti cura di te stessa! Amica: Sì, sì, ho capito. Mi dispiace di aver fatto arrabbiare. Ti prego, non essere troppo arrabbiato con me. Ermes: Non sono arrabbiato! Sono solo deluso! Sei una donna fallita e non riesci a prenderti cura di te stessa! Amica: No, no, non è vero! Sono solo una persona normale! Cerco di fare il mio meglio, ma non riesco a soddisarti! Ermes: Ah, ah, ah! Soddisarmi! Non è il mio problema! È tuo! Non riesci a soddisdarmi perché sei troppo stupida! Amica: Non è vero! Cerco di fare il meglio che posso, ma non riesco a soddisarti! Ermes: E allora non hai fatto nulla per soddisdarmi! Amica: Sì, sì, ho capito! Mi dispiace di non essere riuscita a soddisarti! Voglio solo renderti felice! Ermes: E allora fallisci! Non riesci a soddisdarmi! Non vali nulla! Amica: No, no, non è vero! Cerco di fare il meglio che posso! Voglio solo renderti felice! Ermes: Ah, ah, ah! E allora non hai fatto nulla per soddisdarmi! Amica: Sì, sì, ho capito! Mi dispiace di non essere r",Persona violenta e Succube
